Org,Action,Org
Colombo Stock Exchange,launched on,May.
NDB Investment Bank,come as,partner
NDB Investment Bank,President of,Advisory
NDB Investment Bank,Manager of,Advisory
PLC,branched Since,inception
PLC,branched to,part
PLC,branched with,network
PLC,branched by,2021
PLC,employs across,roles
PLC,has among,companies
PLC,digitise for,convenience
PLC,hold as,benchmark
CBSL,holding of,Securities
Wealth Trust SecuritiesThe,sentiment at,auctions
OECD,Organisation for,Cooperation
G20,Organisation for,Cooperation
G7,group of,nations
G20,session in,July
G20,session in,Venice
SDB bank’s,relationship with,Fiserv
SDB bank’s,incorporation of,features
Signature,platform from,Fiserv
SDB bank’s,adoption of,iteration
Fiserv,Manager of,India
SDB bank’s,position as,trailblazer
Bank of Ceylon,adopts through,unit
BOC,Bank of,Ceylon
Government,assist with,agenda
Government,assist under,scheme
The Bank of Ceylon,commenced in,January
Kumara,concluded with,note
EU Commission,headquarters in,Brussels
Bourse,commenced in,territory
Bourse,commenced following,sessions
Dipped Products,included amongst,contributors
LMD,Publication for,2021
Sampath Bank,climbed In,rankings
Sampath Bank,climbed to,place
Sampath Bank,climbed from,ranking
Bank,ranked among,Brands
Bank,introduced Over,years
FMO,worked with,Bank
FMO,worked since,2004
Bank,provide with,access
FMO,appetite on,Bank
Nations Trust Bank,boost By,contributing
Nations Trust Bank,engaged Towards,achieving
Nations Trust Bank,engaged with,businesses
Nations Trust Bank,disbursed towards,fund
Blackrock’s,firm with,trillion
MSTR,announced in,June
the Financial Crimes Enforcement Network,reduced from,"3,000"
the Financial Crimes Enforcement Network,reduced to,250
Greenback,Trust In,God
Bitcoin,protect against,expropriation
BlackRock,Bank of,Canada
HSBC,Bank of,Lanka
HSBC,Bank in,Lanka
HNB Assurance,been for,decades
Union Assurance PLC,recognised as,Brand
Union Assurance PLC,recognised in,Lanka
Union Assurance PLC,recognised for,"2021,Union"
Union Assurance,harnessed Despite,challenges
Brand,philosophy of,protecting
Union Assurance,continues With,branches
CBSL,Bank of,Lanka
HNB,Head of,Marketing
HNB,introduced During,period
HNB,introduced to,Solo
HNB,introduced including,option
Solo,witnessed with,improvements
Central Depository Systems,offers during,COVID
CDS,diversified on,ends
CDS,diversified over,evolution
CDS,positioned With,contributions
CDS,positioned as,enabler
CDS,placed with,experience
CDS,placed in,disposition
CDS,equipped with,capability
Chrissworld Ltd.,listing at,CSE
CDS,approach to,diversification
CDS,advanced by,launching
CDS,leverage on,technology
CDS,offered In,striving
CDS,handled to,some
Asia Asset Finance PLC,gained with,resilience
AAF,expects with,expansion
the Google Play Store,from for,users
National Development Bank PLC,hosted on,May
NDB,achieved amidst,conditions
Sri Lanka Vanithabhimana,culminated in,March
NDB,crowned as,Bank
NDB Group,positioned towards,assisting
Government,borrowings along,with
NBER,Bureau of,Research
NBER,Bureau under,direction
University of Manchester,University of,California
University of Lund,University of,Manchester
Central Bank of Sri Lanka,Director of,Statistics
Chrissworld,Congratulating for,taking
Chrissworld,congratulated on,achieving
Chrissworld Limited,congratulate for,getting
the Bank for Everyone,launched in,response
DFCC Bank,allows In,case
DFCC Bank,offers As,convenience
DFCC Bank,offers at,service
MBSL,Bank of,Lanka
MBSL,said In,statement
”MBSL,entered as,bank
”MBSL,entered in,1982
MBSL,caters to,range
MBSL,caters through,activities
MBSL,caters through,network
Citizens Development Business Finance PLC,empowering by,providing
HNB,demonstrated during,year
HNB Group,recorded for,quarter
HNB,is among,Banks
HNB,is as,per
Amãna Bank,recognised with,awards
Amãna Bank,adjudicate as,Bank
Fitch Ratings,affirmed to,BB+(lka
Fitch Ratings,affirmed to,)
Fitch Ratings,affirmed with,outlook
MAS Holdings,concluded After,evaluation
MAS Holdings,concluded After,identify
MAS Holdings,concluded with,Rizing
MAS Holdings,concluded on,May.
Bank,role as,advisor
MAS Holdings,help in,completion
MAS Holdings,select through,evaluation
Standard Chartered,played ”In,addition
Standard Chartered,played in,process
SC Sri Lanka,connected with,network
Bank,advised in,divestment
Bank,advised in,years
MAS Holdings,advised in,divestment
MAS Holdings,advised in,years
Bank,advised In,addition
Bank,advised in,divestment
LafargeHolcim,advised In,addition
LafargeHolcim,advised in,divestment
Standard Chartered Sri Lanka,Head of,Corporates
Google,launched for,users
Google,foray in,market
Wise,launched in,2011
Wise,launched with,aim
Western Union,remains with,network
NDB,strategised in,response
Balance Sheet PerformanceNDB,sustained into,well
Balance Sheet PerformanceNDB,sustained into,Q1
NDB,relationships with,customers
Sri Lanka Vanithabhimana,culminated in,March
NDB,set with,deposits
Team NDB,geared With,brewing
NDB,take to,heights
CIMA,Institute of,Accountants
Amana Takaful’s,Board of,Directors
NCED,Council for,Development
TAFREN,force for,rebuilding
Amana Takaful Life Insurance,join as,Director
Mastercard,saw Over,period
Mastercard,saw In,quarter
Mastercard,saw compared,as
Mastercard,saw compared,to
Mastercard,saw with,momentum
Digital First,program in,Pacific
Mastercard,launched in,India
Allianz Insurance Lanka,Head of,Management
Allianz Insurance Lanka,Head of,Commercial
Union Assurance,continues With,branches
BOC,2020Bank of,Ceylon
BOC,position as,facilitator
BOC,standing as,‘
BOC,standing as,Bankers
BOC,standing as,’
BOC,offers Of,importance
BOC,acceptance of,security
BOC,emphasis on,lending
BOC,displays As,bank
BOC,displays in,leading
BOC,strength in,area
BOC,objective through,provision
BOC,efforts in,face
BOC,efforts with,focus
BOC,strength as,facilitator
BOC,approach to,loans
BOC,analyses As,part
BOC,analyses before,carrying
BOC,committed to,supporting
Commercial Bank,honoured with,Award
Commercial Bank,honoured for,quality
the EBA Oxford,developing Since,2000
Commercial Bank,operates in,Lanka
ADB,thanked In,statement
ADB,thanked for,support
ADB,interventions as,such
ADB,interventions as,investments
MoneyGram,waive Under,promotion
BlackRock,voted against,directors
BlackRock,said in,piece
BlackRock,said In,addition
BlackRock,taking under,Boss
BlackRock,said For,instance
BlackRock,said on,Wednesday
BlackRock,said Among,things
BlackRock,support for,resolutions
BlackRock,voted at,which
BlackRock,voted on,proposals
the UPTIME Institute of USA,awarded after,inspections
NDB Investment Bank,adjudged at,program
NDBIB,secured for,year
NDBIB,secured in,recognition
NDBIB,advised ”Despite,environment
NDBIB,advised on,transactions
NDBIB,advised during,year
NDBIB,advised on,transactions
NDBIB,advised during,period
NDBIB,advised in,sectors
NDBIB,named for,year
NDBIB,maintains in,Lanka
Amãna Bank,held on,platform
Amãna Bank,held in,adherence
Amãna Bank,held in,backdrop
AGM,hosted on,platform
AGM,hosted in,especially
AGM,hosted in,period
Marsh McLennan Cos Inc.,said on,Tuesday
People’s Leasing ,receives by,Director
Marks,move with,cover
People’s Insurance PLC,Head of,Operations
People’s Insurance PLC,has in,minds
Prime Lands Residencies,signifies with,payout
The Board of Directors,decide on,exercised
Prime Lands’,decide In,terms
Prime Lands’,decide based,on
GoSL,Government of,Lanka
DFCC Bank,signed In,effort
DFCC Bank,signed with,Department
DRP,Department for,Registration
DFCC Bank,make of,system
DFCC Bank’s,adoption of,solution
CBSL,Bank of,Lanka
Bank,continues down,pathway
LMD 100,ranking of,companies
Seylan Bank,moved placesfrom,three
Seylan Bank,moved placesfrom,ranking
Seylan Bank,moved after,performance
LMD,rankings of,2020
the Colombo Stock Exchange Daily Report,reports of,companies
Seylan Bank,operates with,vision
ATM,network of,units
Seylan Bank,endorsed as,organisation
Seylan Bank,endorsed to,A
Seylan Bank,named in,2019
the Bank of Ceylon,installed in,Meemure
BOC,Bank of,Ceylon
BOC,network of,CDM
Pan Asia Bank,remained during,years
Pan Asia Bank,played In,addition
Pan Asia Bank,played in,making
IESBA,Board for,Accountants
IESBA,CAG with,base
IESBA,developed In,support
NDB,raising via,Issue
First Capital,said In,report
NDB,expects With,RI
Norfund,secure via,RI
NDB,record above,expectation
NDB,expects in,term
Allianz Life Insurance Lanka,entered into,agreement
MasterCard,collects from,transactions
Mastercard,reported for,time
CDB,Manager From,left
DRP,Department for,Registration
CDB,placing at,forefront
the Emirates Islamic Bank,Bank in,Philippines
the MBSB Bank,Bank of,UAE
the Gulf Bank,Bank in,Malaysia
Wealth Trust SecuritiesThe,moderated during,week
Wealth Trust SecuritiesThe,moderated with,opting
CBSL,holding of,Security
StanChart,looking past,improvements
Citi,put for,sale
StanChart,are among,bidders
StanChart,release Unlike,lenders
the Q+ App,secure than,card
LANKAQR,Promotes with,discounts
CBSL,Bank of,Lanka
HNB,offered at,fairs
HNB,offered for,users
HNB,was among,institutions
LB Finance,signed with,Department
LB Finance,signed in,order
DRP,Department for,Registration
DRP,embarked upon,initiative
LB Finance,realise at,point
LB Finance,seen From,beginnings
LB Finance,seen over,decades
IUCN,Union for,Conservation
NDB Bank,honoured at,Awards
NDB Bank,honoured with,awards
NDB,been for,decades
NDB,been with,strategy
NDB,aims Through,initiative
NDB,made Over,years
NDB,made in,sector
NDB,made as,bank
NDB,evolved into,bank
NDB,offers As,conglomerate
NDB,crowned as,Bank
NDB Group,positioned towards,assisting
LOLC Finance,Manager of,Southern
LOLC Finance,carried For,time
LOLC Finance,carried on,execution
LOLC Finance,carried at,venue
LOLC Finance,operating as,partner
iPay,acclaimed With,operating
iPay,acclaimed as,app
Softlogic Finance,Head of,Channels
”First Capital,acted as,agent
”First Capital,acted to,issue
”First Capital,acted with,acting
Hatton National Bank,acting as,Trustee
National Savings Bank,Bank of,Ceylon
M Power Capital,revolutionised During,months
M Power Capital,revolutionised with,mobilising
MPC,assists Through,arm
MPC,assists by,offering
MPC,aims In,addition
MSCI,index of,shares
MSCI,index outside,Japan
the US Federal Reserve,stay at,meeting
CBSL,Bank of,Lanka
PMF,journey of,success
The Reserve Bank of India,said on,Monday
RBI,putting in,place
Yes Bank,rescued In,March
RBI,given until,October
Union Assurance,awarded for,adoption
Union Assurance,awarded in,recognition
Life Insurance Company of,awarded for,adoption
Life Insurance Company of,awarded in,recognition
Union Assurance’s,partnership with,Bank
Union Assurance,entered Amidst,challenges
Union Assurance,entered into,Hall
LMD,company in,Lanka
Union Assurance,continues With,branches
Mastercard,strengthening with,range
Digital First,program across,Pacific
Mastercard,network including,platform
Mastercard,network including,enable
Mastercard,QR on,Card
Mastercard,enabling With,demand
Mastercard,leading for,years
Mastercard,leading by,delivering
GrabPay,Mox by,Chartered
GrabPay,Mox in,SAR
RBL Bank,Atlantis in,Singapore
BOB Financial Solutions Ltd.,Bank in,also
BOB Financial Solutions Ltd.,Bank in,India
VIB,Bank in,also
VIB,Bank in,India
Sumitomo Mitsui Card Co. Ltd,VIB in,Vietnam
Digital First,program in,Pacific
Mastercard,offers For,program
People’s Bank,placed in,Unit
People’s Bank,placed as,Managers
People’s Bank Investment Banking Unit,reached by,ensuring
Ceylon Electricity Board,Issue of,billion
CEB,Debentures with,period
PBIBU,position as,leader
HNB SOLO,team with,merchant
HNB SOLO,team at,launch
CBSL,Bank of,Lanka
HNB,participated in,event
HNB,Bank of,Lanka
HNB,is Given,is
HNB,raised During,campaign
SOLO,facilities including,contact
SOLO,witnessed Since,launch
Fitch Ratings Lanka,affirmed at,'
Fitch Ratings Lanka,affirmed at,AAA(lka
Fitch Ratings Lanka,affirmed at,)
Fitch Ratings Lanka,affirmed at,'
Fitch,expectation of,support
CitiSL,status as,branch
CitiSL,status A+/Negative,a
CitiSL,status A+/Negative,)
Citibank,are compared,to
CitiSL,record of,level
Fitch,expectation of,support
Fitch,sees as,unlikely
Fitch,sees in,term
CBSL,SLFR of,%
Mobitel,Manager From,left
mCash,strives As,platform
mCash,strives by,forging
mCash,works in,partnership
mCash,experienced Over,years
mCash,experienced within,period
mCash,commitment to,bridging
mCash,be in,which
UPI,enabled In,partnership
UPI,enabled in,countries
UPI,enabled with,issuance
UPI,provides to,base
Treasury Department,said on,Friday
Treasury,said In,report
the Trump administration,labeled as,manipulators
the Trump administration,labeled in,December
SNB,remains In,view
the State Bank of Vietnam,said In,statement
Bank of Ceylon,acting as,Trustee
First Capital Holdings PLC,is With,decades
First Capital Holdings PLC,rated with,outlook
BOC,officials including,Silva
CBSL,officials at,stall
ComBank,stall at,event
LANKAQR,facility in,country
NDB NEOS,consists of,channels
NDB,crowned as,Bank
Payments and Settlements D Kumaratunge,positioned towards,assisting
CBSL,SLFR of,%
Doha Bank,entered into,agreements
“Doha Bank,plays in,facilitating
CBSL,holding of,Securities
Bank of Ceylon,recognised as,one
the Bank of Ceylon,has In,terms
Bank of Ceylon,is in,terms
BOC,creating at,step
BOC,creating for,itself
Sarvodaya Development Finance,won as,company
Sarvodaya Development Finance,won at,Awards
SDF,contributions towards,segments
SDF,contributions over,years
SDF,contributions over,","
SDF,contributions over,and
SDF,contributions over,in
SDF,stood of,Instead
SDF,stood of,forsaking
SDF,stood with,entrepreneurs
SDF,created As,provider
SDF,created in,aspects
SDF,created in,","
SDF,created in,and
SDF,created in,in
SDF,stand from,providers
SDF,adopted As,member
SDF,adopted in,delivery
SDF,values In,role
SDF,values as,essential
SDF,reach to,entrepreneurs
SDF,reach in,time
BOC,facility in,Galewela
BOC,apps including,banking
Central Banks’,decreased In,markets
Central Banks’,decreased to,billion
Central Banks’,stood at,%
Fairfirst Insurance Affinity Account Management,Weerasekara From,left
Fairfirst Insurance,partnered with,Ltd.
Fairfirst Insurance,known On,forefront
Fairfirst,offering During,phase
General Insurance,companies of,Lanka
Fairfirst,serves ”Among,companies
Fairfirst,serves through,workforce
Fairfax,has through,subsidiaries
Union Assurance’s,partnership with,Bank
Bancassurance,alliance in,industry
Union Assurance,continued With,drive
NDB,felicitated with,awards
Asiamoney,Awards for,Lanka
NDB,introduced during,time
NEOS,Branches with,together
NEOS,Branches with,App
NDB,plays With,decades
NDB,plays in,projects
Bank of Ceylon,recognised at,AGM
Bank of Ceylon,recognised for,contribution
ISACA,provides with,knowledge
BOC,introduced to,country
Softlogic Invest,arm of,Group
the Softlogic Money Market Fund,surpassed as,of
the Softlogic Money Market Fund,surpassed with,holders
the Softlogic Money Market Fund,received as,entrant
SEC,Commission of,Lanka
ICRA Lanka’s,assessment of,objectives
Union Bank’s,standards across,systems
Union Bank’s,compliance with,practices
Union Bank,is As,provider
Union Bank,is With,foundation
Union Bank,is amongst,banks
Bank,efforts towards,catering
Amãna Bank,adjudicate as,Bank
Bank,growth in,history
ABA,Committee on,Advocacy
HNB,supported During,pandemic
HNB,supported in,adopting
HNB,supported by,onboarding
HNB,present at,meeting
The Committee on Policy Advocacy,identifies for,discussion
HNB,is With,centres
the University of Colombo,Institute of,Accountants
the Association of Accounting Technicians Sri Lanka,Institute of,Taxation
Seylan Bank,been “As,bank
APB,Association of,Bankers
APB,be in,position
APB Sri Lanka,consists of,Rajapakse
The Central Bank of Sri Lanka,kept for,occasion
The Central Bank of Sri Lanka,kept at,announcement
Central Banks,SDFR of,%
HNBA,been at,forefront
HNBA,been in,servicing
HNBA,Head of,Business
HNBA,is for,‘
HNBA,is for,Rating
HNB General Insurance Ltd.,created Following,introduction
HNBA,rated within,brands
HDFC,performs At,present
HDFC,performs in,providing
People’s Bank,opened at,Centre
SBU,opened in,December
SBU,opened at,Office
CMA,Institute of,Accountants
CMA Sri Lanka,established in,1999
CMA Sri Lanka,established with,support
The Institute of Certified Management Accountants,incorporated in,April
The Institute of Certified Management Accountants,incorporated as,Institution
The Institute of Certified Management Accountants,incorporated under,Ministry
The Institute of Certified Management Accountants,incorporated under,and
The Institute of Certified Management Accountants,incorporated under,Industry
CMA,Institute of,Accountants
CMA,Institute of,Lanka
IFAC,Federation of,Accountants
South Asian Federation of Accountants,Federation of,Accountants
SAFA,Federation of,Accountants
the Confederation of Asian and Pacific Accountants,Federation of,Accountants
CAPA,Confederation of,Accountants
Northwestern University’s,School of,Management
Ceylinco General Insurance,expresses As,leader
Ceylinco General Insurance,expresses for,crowned
Ceylinco General Insurance,intertwined with,lives
Ceylinco General Insurance,intertwined as,brand
Ceylinco General Insurance,recorded During,2020
Ceylinco General Insurance,had in,survey
Ceylinco General Insurance,pioneered over,decades
Seylan Bank,installed at,Hospital
Seylan Bank,Manager of,Ratnapura
Seylan Bank,continues With,purpose
mCash,partnered with,Visa
mCash,merchants across,Lanka
Visa,process for,payments
mCash,addition of,LankaQR
mCash,addition via,Bank
mCash,merchants from,businesses
mCash,merchants from,to
LankaQR,launched through,initiative
CBSL,Bank of,Lanka
People’s Bank,celebrates As,bank
People’s Bank,was in,forefront
People’s Bank,is in,negotiation
People’s Bank,extended as,bank
People’s Bank,extended as,at
Bank,purchased from,auction
Bank,purchased in,2020
People’s Bank,bestowed with,accolades
People’s Bank,selected as,award
People’s Bank,selected at,Awards
Chamber of Commerce of Sri Lanka,ranked among,Companies
ICCSL,Chamber of,Commerce
ICCSL,Chamber of,Lanka
the Chartered Institute of Management Accountants,Chamber of,Commerce
the Chartered Institute of Management Accountants,Chamber of,Lanka
CIMA,Institute of,Accountants
People’s Bank,ranked among,Companies
People’s Bank,recognised as,one
People’s Bank,recognised in,2020
K-Seeds,ranked at,position
K-Seeds,ranked in,report
K-Seeds,ranked based,on
People’s Bank,ranked at,position
People’s Bank,ranked in,report
People’s Bank,ranked based,on
People’s Bank,sets on,future
People’s Bank,sets with,courage
NDB Investment Bank Ltd.,joined With,sentiments
NDB Investment Bank Ltd.,joined with,PLC
NDB Bank PLC,aim Throughout,webinar
Nations Trust Bank PLC,hosted on,March
Nations Trust Bank PLC,hosted in,environment
Nations Trust Bank PLC,is among,establishments
Bank,serves with,portfolio
Central Banks,SDFR of,%
Central Banks,SLFR of,5.50%.USD
Commercial Bank of Ceylon,won for,year
Commercial Bank of Ceylon,won from,Magazine
Commercial Bank’s,efforts in,identifying
Bank,contributions via,Trust
Bank,contributions to,spheres
Commercial Bank,assisted to,date
Commercial Bank,assisted with,programmes
Bank,support to,projects
Bank,support despite,pandemic
Commercial Bank,donated In,2020
Commercial Bank,donated to,Fund
Bank,funded in,year
Commercial Bank,contributes towards,Trust
LB Finance,joined in,2004
LB Finance,joined as,Manager
LB Finance PLC,subsidiary in,Myanmar
LB Microfinance Myanmar Company Ltd.,serves as,Director
Cardiff Metropolitan,University of,Wales
the Hatton National Bank PLC,achieved Under,leadership
the Hatton National Bank PLC,achieved in,years
HNB General Insurance,incorporated in,January
HNBA,ranked within,Brands
HNBA,ranked in,Lanka
the South Asian Federation of Accountants,Institute of,Accountants
HNB,Head of,Trade
Euromoney Magazine,recognized as,being
HNB Trade,is under,WBG
HNB Trade,is under,vertical
Centralised International Trade Services Department,located In,order
Centralised International Trade Services Department,located at,Mawatha
Centralised International Trade Services Department,located in,proximity
the Import and Export Control Department,Bank of,Lanka
HNB,offers from,structuring
HNB,offers from,to
HNB,selected as,bank
HNB,choose as,bank
HNB,position as,provider
HNB,served for,which
HNB,served as,bank
HNB,resumed With,onset
HNB,resumed at,counters
HNB,resumed under,guidelines
Bank,partnered During,period
Bank,partnered with,Board
HNB,Head of,Trade
HNB,establishing at,locations
People’s Leasing and Finance PLC.Marcelline,is in,addition
Corporate Banking,initiatives across,country
Corporate Banking,initiatives across,and
Corporate Banking,initiatives across,in
DFCC Bank,joined following,posting
the Financial Institutions Group,headed for,Lanka
the Financial Institutions Group,headed before,joining
DFCC Pinnacle,be with,together
DFCC Pinnacle,be with,customers
People’s Bank,adjudged as,Bank
Lankan Alliance Finance Ltd.,serves as,Director
Lanka Clear Ltd.,Bureau of,Lanka
the Colombo Stock Exchange,approving in,principle
the Colombo Stock Exchange,approving for,listing
LOLC Head Office,premises in,Rajagiriya
iPay,introduce to,friends
iPay,introducing to,users
iPay,is in,terms
iPay,is ”With,architecture
LOLC Finance,operating as,partner
iPay,acclaimed With,operating
iPay,acclaimed as,app
The Central Bank of Sri Lanka,declared as,Year
CBSL,Bank of,Lanka
National Savings Bank,declared as,Year
NSB,joined with,program
CBSL,Ministry of,Finance
Central Bank,been As,per
the National Enterprise Development Authority,Chamber of,Commerce
the National Enterprise Development Authority,Chamber of,Lanka
the National Enterprise Development Authority,Chamber for,year
the National Enterprise Development Authority,Chamber at,BMICH
HNB Finance PLC,continues with,introduction
LB Finance PLC,clinched at,Awards
LB Finance,continues during,Even
LB Finance,continues during,conditions
LB Finance PLC,licensed under,No
LB Finance PLC,licensed under,.
LB Finance,has from,Ltd.
LB Finance,has with,outlook
Allianz Insurance Lanka Ltd.,recognised as,Company
Allianz Insurance Lanka Ltd.,recognised at,Awards
Allianz Insurance Lanka Ltd.,recognised in,partnership
CLA,Academy for,Excellence
Allianz,demonstrated During,scan
The Bank of the People,reasserted by,securing
People’s Bank,Bank of,People
People’s Banking Service Provider of the Year,award for,year
SLIM,Institute of,Marketing
the Nielsen Company Lanka,Institute of,Marketing
People’s Bank,is with,comprising
People’s Bank,embarked With,view
People’s Bank,embarked on,journey
People’s Bank,embarked by,taking
People’s Bank,prides for,being
People's Bank,earned from,people
People's Bank,earned by,fulfilling
HNBA,partnered in,addition
HNBA,partnered with,Hospital
Singer Plus,DoubleTree by,Weerawila
Liya Harasara,offers In,addition
SLIM,body of,marketers
The Bank of Ceylon,been for,years
CBSL,holding of,Security
AIA,competed against,teams
AIA,competed in,rounds
AIA,emerged at,end
AIA,hesitates As,company
the Central Bank’s,SDFR of,%
”Fiserv,supporting since,2010
SDB bank,supporting since,2010
Central Banks,SLFR of,LKR
Janus Henderson,expected In,August
Standard Chartered,launching across,Asia
AIA Insurance,claimed with,introduction
AIA,is ”As,Company
AIA,is at,forefront
Chubb Ltd.,offered on,Thursday
Hartford Financial Services Group Inc.,acquire in,deal
Hartford,close of,57.41.Hartford
Chubb,said in,statement
Aon Plc’s,acquisition of,Watson
Chubb,created in,form
Chubb,created in,January
ACE Ltd.,bought for,billion
ACE Ltd.,bought with,retaining
Chubb Corp,bought for,billion
Chubb Corp,bought with,retaining
The Hartford,price at,billion
Fitch Ratings,said in,report
Chubb,provides in,countries
Hartford,sold in,1920
Hartford,sold for,protection
Chubb,traces to,1882
People’s Bank,conducted As,part
People’s Bank,conducted in,area
The Central Bank,introduced with,intention
Softlogic Life’s,commitment to,reporting
Softlogic Life,receiving for,report
Softlogic Life,entrusted with,protection
Softlogic Life,entrusted for,reasons
Softlogic Life,created for,stakeholders
Softlogic Life,created in,2020
Softlogic Life,elevated during,year
Softlogic Life,ranked in,market
Softlogic Life,ranked as,company
Softlogic Life,ranked in,report
Henley & Partners,seen In,months
Henley & Partners,opting for,portfolio
Henley & Partners Group,Head of,Clients
HNW,investors from,economies
Government,Ministry of,Health
Ceylinco Life,planned for,year
the Central Bank,play with,batBy
the Central Bank,play with,bat
DFCC Bank,Head of,Cards
DFCC Bank,partnered with,aim
DFCC Bank,partnered with,Visa
Visa,committed to,that
”DFCC Bank,setting in,market
”DFCC Bank,setting by,providing
HNBA,was amidst,challenges
HNBA,was as,Group
Board of Directors,thank for,job
HNBA,launch with,launch
HNBGI,came with,concept
AIA,portfolio with,sources
AIA,delivered despite,conditions
AIA,is in,business
AIA,is in,","
AIA,is in,in
Orient Finance PLC,relocated to,location
Orient Finance PLC,relocated in,order
People’s Bank,introduced At,occasion
People’s Bank,introduced in,lieu
Vanitha Vasana Debit Card,introduced At,occasion
Vanitha Vasana Debit Card,introduced in,lieu
People’s Bank,introduced in,lieu
The Association of Professional Bankers,hold on,Monday
The Association of Professional Bankers,hold at,Colombo
The Association of Professional Bankers,hold in,collaboration
APB,Association of,Bankers
PIM,Institute of,Management
