Org,Action,Org
University of Sri Jayewardenepura,Institute of,Management
The Boston Consulting Group,University of,Jayewardenepura
APB,contributed In,keeping
APB,contributed to,industry
APB,contributed during,years
Association,completed in,1998
Association,conducted In,years
Association,conducted on,theme
APB,conducting Since,then
APB,conducting on,basis
Council,decided As,measure
AGM,hold as,gathering
the Board of Directors,comprises of,Perera
Islamic Finance News’ (IFN,Winner IFN,’
Islamic Finance News’ (IFN,Winner IFN,(
Islamic Finance News’ (IFN,Winner IFN,)
LOLC Al-Falaah,emerged by,margin
IFN,emphasised In,statement
LOLC Finance’s,position in,space
CBSL,Bank of,Lanka
LB Finance,joined in,2004
Samurdhi Bank,declared on,Monday
The Institute of Chartered Accountants of Sri Lanka,launched in,collaboration
The Institute of Chartered Accountants of Sri Lanka,launched on,February
The Institute of Chartered Accountants of Sri Lanka,launched at,Monarch
The Institute of Chartered Accountants of Sri Lanka,launched with,participation
DFCC Bank’s,transition into,bank
DFCC Bank’s,transition in,2015
DFCC Bank,is among,banks
DFCC Bank,participates in,Line
DFCC Bank,participates for,projects
DFCC Bank,clinching by,Euromoney
DFCC Bank,ensures Unlike,institutions
DFCC Bank,continue During,times
DFCC Bank,assures By,leveraging
DFCC Bank,continues to,day
NDB Wealth,focusing on,encouraging
NDB Wealth,calls for,need
NDB Wealth’s,team of,planners
DFCC Bank,associationwith as,shareholders
NAMAL,launched in,1991
the NAMAL Acuity Value Fund,trust in,2009
NAMAL,launched In,keeping
NAMAL,been in,forefront
People’s Bank,taken In,view
People’s Bank,introduced On,Day
”People’s,vested with,responsibilities
Vanitha Vasana,introduces on,behalf
NDB,paid to,aspects
NDB,conducted to,However
NDB,conducted to,","
NDB,conducted to,due
NDB,conducted to,situation
NDB,conducted via,platforms
Capital Maharaja Group,thanked for,working
Dialog Axiata PLC,is With,initiative
BOC,Bank of,Ceylon
EXCOM,took on,space
BOC,made by,supporting
CBSL,Bank of,Lanka
DFCC Bank,appointed as,President
DFCC Bank,appointed with,effect
Industrial & Commercial Bank of China,is with,t
the Industrial & Commercial Bank of China,being with,assets
the Bank of China,Bank of,China
Group BPCE,banks in,Europe
Deutsche Bank AG,is with,assets
The Colombo Stock Exchange,hosting in,collaboration
CA Sri Lanka,Institute of,Accountants
Commercial Credit and Finance,Advises on,amalgamation
Bank of Ceylon,sets by,complying
BOC,joined In,regard
BOC,joined with,Department
BOC,joined through,system
Bank of Ceylon,involve With,signing
Bank of Ceylon,involve with,roadmap
DRP,roadmap for,base
BOC,identifies as,part
DRP,Bank of,Ceylon
DRP,premises at,Suhurupaya
Amãna Bank,ranked in,index
Amãna Bank,bestowed ”During,period
Amãna Bank,bestowed with,recognitions
Amãna Bank,won over,years
CBSL,Bank of,Lanka
iPay,using for,types
LOLC Finance,been at,forefront
LOLC Finance,operates as,partner
iPay,program on,merchants
Softlogic Life,joined in,2001
Softlogic Life,joined as,Head
Reuters,stands in,front
the Federal Reserve’s,hints at,ending
pan-EM,forecast for,year
HSBC Sri Lanka,Head of,Banking
HSBC,voted In,terms
HSBC,voted in,addition
HSBC Asia-Pacific Regional,Head of,Trade
HSBC,helped Since,inception
HSBC,helped by,giving
Goldman Sachs Group Inc.,team including,Moe
HSBC Sri Lanka,Head of,Wealth
HSBC,continuing platformsWith,banking
HSBC,continuing platformsWith,limitations
HSBC,invested Over,course
HSBC,invested in,technology
HSBC,committed With,goal
HSBC Sri Lanka,Head of,Wealth
HSBC,continuing As,bank
HSBC Sri Lanka,continue As,such
HSBC,offers for,customers
CBSL,Bank of,Lanka
HSBC,introduced as,bank
Union Assurance,opened at,Road
Sampath Bank,noted with,pride
Sampath Bank,achieved in,years
”Sampath Bank,rated amongst,Companies
ICCSL,Chamber of,Commerce
the Chartered Institute of Management Accountants,Chamber of,Commerce
CIMA,Institute of,Accountants
the Daily FT,Institute of,Accountants
Sampath Bank,placed in,edition
LMD,publication for,year
Sampath Bank,emerged According,to
Sampath Bank,emerged as,Brand
Sampath Bank,acknowledged as,Bank
The banker Magazine,ranked among,Banks
Sampath Bank’s,financials including,growth
Commercial Bank of Ceylon,declared based,on
The Asian Banker,publishing on,basis
The Asian Banker,publishing since,2007
Reliance Jio,said on,Friday
State of Private Equity,stood at,m
State of Private Equity,stood in,2020
Apollo Global Management,invested For,instance
Apollo Global Management,invested in,companies
Apollo Global Management,invested during,downturns
Apollo Global Management,invested including,acquisition
Apollo Global Management,invested during,pandemic
Stax,advises With,years
Stax,advises across,range
Stax,inspires With,base
CBSL,holding of,Security
Nations Trust Bank,participated in,providing
Nations Trust Bank Group,demonstrated Despite,circumstances
Nations Trust Bank Group,demonstrated with,growth
Siyapatha Finance PLC,maintains as,subsidiary
Siyapatha Finance,known for,assurance
Siyapatha Finance,aims at,providing
CBSL,requirement of,Billion
Siyapatha Finance,developed In,spite
Siyapatha Finance,improved by,responding
Siyapatha Finance,come In,spite
Siyapatha Finance,come for,customers
Mastercard,member for,Singapore
Sokin,offer Starting,in
Fitch Ratings,revised to,AA-(lka
Fitch Ratings,revised to,)
Fitch Ratings,revised to,with
Fitch Ratings,revised from,A+
Fitch Ratings,revised with,outlook
Fitch,downgrade of,rating
Fitch,downgrade on,November
Cargills Bank,places on,level
Cargills Bank,established ”As,arm
Cargills Bank,established in,2014
Cargills Bank,established with,vision
the Central Bank’s,vision of,society
Cargills Food City,supermarket in,country
Cargills Bank,headquartered in,Colpetty
Trade Finance and Investments PLC,amalgamated into,one
Commercial Credit and Finance PLC,one of,companies
CCF,provides with,base
K Seeds Investments Ltd.,acted as,advisor
Ceylinco Life,retaining for,year
Ceylinco Life,paid for,year
”Ceylinco Life,transferred to,shareholders
”Ceylinco Life,transferred in,respect
Ceylinco Life’s,earnings per,share
Ceylinco Life’s,earnings for,year
Fintrex Finance City Branch,celebrated amidst,blessings
Fintrex Finance City Branch,celebrated on,February
Fintrex Finance City Branch,celebrated at,premises
Fintrex,earned Through,orientation
Fintrex,earned in,industry
Fintrex,earned in,span
LANKAQR,campaign in,GalleThe
LCB Finance,formed in,Region
LCB Finance,formed in,2016
NDB Investment Bank,Head of,Advisory
Wealth Trust SecuritiesThe,undersubscribed for,weekBy
CBSL,holding of,securities
Pan Asia Bank,played In,addition
Pan Asia Bank,played in,making
Pan Asia Bank,included among,Corporates
Pan Asia Bank,included for,year
Pan Asia Bank,included in,recognition
Pan Asia Bank,celebrated in,2020
Tesla Inc,from to,Mellon
Commercial Bank of Ceylon’s,increased by,"150,000"
Commercial Bank of Ceylon’s,increased in,months
CLC,Head of,Finance
CLC Islamic Finance,Head of,Finance
Islamic Banking Division,Head of,Finance
IBD,Division of,Leasing
CLC,Division of,Leasing
CLC,Head of,Division
”CLC Islamic Finance,reaping from,platforms
”CLC Islamic Finance,reaping for,solutions
CLC Islamic Finance,recognised during,just
CLC Islamic Finance,recognised during,awards
CLC Islamic Finance,recognised at,editions
Islamic Finance Forum of South Asia (,Awards with,accolades
Islamic Finance,Entity of,Year
Islamic Finance,Entity to,name
Islamic Finance Leasing Company,Entity of,Year
Islamic Finance Leasing Company,Entity to,name
Islamic Finance Window/Unit of,Company of,Year
CLC Islamic Finance,is with,pool
CLC Islamic Finance,caters to,base
the Islamic Business Division (,operates as,Window
the Islamic Business Division (,operates under,licence
SDB bank,continued Through,emphasis
BOC,implemented at,height
BOC,implemented in,2020
BOC,culture of,delegation
BOC,afforded Towards,end
BOC,culture of,understanding
BOC,affords Towards,end
GBCSL,Council of,Lanka
MBI,Bank of,India
the Galle Heritage Foundation,Department of,Archeology
the Galle Municipal Council,Department of,Archeology
JBMMF,provides with,yield
JBMMF,provides with,flexibility
ICRA,Limited of,India
SEC,Commission of,Lanka
Moody’s Investors Service,company of,Agency
NSB,rating of,AAA
NDB IB,take in,arranged
NDB IB,been In,addition
NDB IB,been in,forefront
NDB IB,played in,space
HNBA,were in,2020
HNBGI,adapted As,corporate
HNBGI,is with,need
HNBGI,cultivated Over,time
UN ESCAP,Chief of,Financing
The International Chamber of Commerce of Sri Lanka,organising in,collaboration
United Nations,Chief of,Financing
ESCAP,Chief of,Financing
UNESCAP,estimated at,trillion
Sri Lanka Insurance Motor Plus,joins with,one
Vogue Jewellers,jewellers of,Lanka
SANASA,named In,context
SANASA,named for,winner
SANASA Life Insurance,won In,year
SANASA Brokers,joined as,clerk
SANASA Brokers,joined in,1997
SANASA Insurance Company,dividing into,two
SANASA Life,launched By,dividing
SANASA Life,launched as,firms
All Lanka Mutual Assurance Organization,established in,October
CNCI,Chamber of,Industries
the Board of Asia Capital,comprises With,appointment
the Board of Asia Capital,comprises of,Ratnayake
Chartered Institute of Management Accountants,Institute of,Accountants
the Board of Directors,comprises With,appointment
the Board of Directors,comprises of,Alles
MSCI,index of,shares
JPMorgan Private Bank,head of,strategy
the Sampath Bank’s,Board of,Directors
the Board of Directors,joined in,1993
Knit,facilities in,Lanka
LB Finance,offers with,history
SEC,Commission of,Lanka
the Colombo Stock Exchange,Commission of,Lanka
CSE,commenced in,2016
SCE,went through,that
Kala Pola,provided since,launch
CSR,entity of,Group
Nations Trust,welcomed as,Partner
Kala Pola,enabled Over,years
The George Keyt Foundation,remain At,time
The Colombo Stock Exchange,collaborated on,project
SEC,Commission of,Lanka
District General Hospital,Hospital of,Avissawella
District General Hospital,Hospital of,Mannar
Homagama Base Hospital,Hospital of,Polonnaruwa
Commercial Bank of Ceylon PLC,Bank of,Ceylon
Commercial Bank of Ceylon PLC,Bank of,PLC
DFCC Bank PLC,Bank of,Ceylon
DFCC Bank PLC,Bank of,PLC
Dialog Axiata PLC,Bank of,Ceylon
Dialog Axiata PLC,Bank of,PLC
Dipped Products PLC,Bank of,Ceylon
Dipped Products PLC,Bank of,PLC
Distilleries Company of Sri Lanka PLC,Bank of,Ceylon
Distilleries Company of Sri Lanka PLC,Bank of,PLC
the Sri Lanka Navy,recovered On,Wednesday
SLN,stated In,release
the Northwestern Naval Command,was during,operation
SLN,apprehended In,operation
SLN,apprehended on,November
SLN,apprehended in,area
SLN,deployed on,beaches
The Sri Lanka Customs,apprehended since,inclusion
First Capital Holdings PLC,recorded for,year
First Capital Holdings,recorded for,year
ICRA Ratings,upgraded with,outlook
First Capital Holdings PLC,upgraded with,outlook
First Capital Holdings PLC,declared in,March
TFC,obtain from,depositors
CBSL,authorised In,terms
CBSL,authorised for,objectives
TFC,mismanaged in,interests
TFC,advised of,scheme
the Monetary Board,take of,depositors
CBSL,agreed Under,agreement
a Presidential Commission of Inquiry,appoint in,face
CBSL,intervened into,affairs
CBSL,intervened by,appointing
CBSL,advise of,companies
CBSL,advise of,and
CBSL,advise of,guaranteed
the Shanghai Jiaotong University School of Medicine,carried In,2008
Pennington Biomedical Research Centre,School of,Medicine
Pennington Biomedical Research Centre,School in,USA
Link Natural Products (Pvt) Ltd,uses in,medicines
Link Natural Products (Pvt) Ltd,uses in,","
Link Natural Products (Pvt) Ltd,uses in,and
Link Natural Products (Pvt) Ltd,uses in,in
Warakagoda,turned to,techniques
SLN,stated in,release
Sri Lanka Coast Guard,found During,patrol
Sri Lanka Coast Guard,found after,inspecting
the North Central Naval Command,nabbed During,operation
Navy,seized In,operation
Navy,seized in,sacks
SLN,apprehended in,operation
The Colombo Stock Exchange,engaged through,Forum
SEC,Commission of,Lanka
JVP,been for,time
JVP,staged in,2009
UNP,was in,power
NPF,reveals by,suggesting
NPF,depends on,garnering
NPF,deals with,issue
NPF,deals by,introducing
NPF,reveals by,suggesting
NPF,depends on,garnering
NPF,deals with,issue
NPF,deals by,introducing
SEC,Commission of,Lanka
BOC,Bank of,Ceylon
Group,was With,coming
Access Engineering,visit For,information
Aitken Spence,visit For,information
Chevron Lubricants,visit For,information
Commercial Bank of Ceylon,visit For,information
DFCC Bank,visit For,information
Dialog Axiata,visit For,information
Expolanka Holdings,visit For,information
Union Bank of Colombo,Bank of,Colombo
ADFM,implemented in,response
CSE,Head of,Marketing
CIMA,Institute of,Accountants
SEC,restricted to,role
SEC,been over,months
The Colombo Stock Exchange,signed with,Institute
CIMA,Institute of,Accountants
CSE,work with,together
CSE,work with,CIMA
CSE,work on,number
CSE,thank for,support
LSEG,focused on,delivering
LSEG,involvement in,Lanka
the Central Bank of Sri Lanka,guardian of,landscape
CBSL,Bank of,Lanka
The Central Bank,issues in,addition
the Central Bank,done despite,having
ETI,is in,position
Finance,closed without,informing
the Seylan Bank,saved in,protecting
University of Sri Jayewardenpura,Department of,Psychiatry
Police,monitor for,content
the Presidential Commission to Inquire into the Bond Scam,recommended In,series
the Bond Commission,considered in,making
Commission,handed on,which
Commission,handed to,President
the Public Debt Department,been During,period
the Public Debt Department,been despite,borrowing
PDD,maintained over,period•
PDD,commended for,degree
Bank,charged In,accordance
Bank,charged with,responsibility
the Central Bank,distinguish from,entity
the Central Bank’s,objectives of,stability
CBSL,made At,time
CBSL,made in,accordance
the Central Bank,recorded in,terms
the Bond Commission,referred in,arriving
the Bond Commission,referred to,fall
Commission,seems In,doing
EPF,invests in,basis
Court,grant considering,complexity
EPF,Report for,2014
EPF,Reports for,years
EPF,embraces as,component
Treasury,bonds of,maturities
EPF,indulged in,‘
EPF,indulged in,pumping
EPF,indulged without,evidence
EPF,indulged despite,ruling
Supreme Court,ruling of,No
the Monetary Board,involved In,keeping
the Monetary Board,involved in,manner
the Monetary Board,involved in,drawing
the Monetary Board,been in,charge
CBSL,suffered by,actions
the Monetary Board,do Considering,revelations
the Monetary Board,defended On,occasions
Chrissworld Ltd.,said in,interview
Chrissworld,incorporated in,2013
Chrissworld,run with,professionally
Chrissworld,run with,and
Chrissworld,run with,lot
Chrissworld Ltd,attract from,Market?A
NIO,is ”After,listing
CATL,became In,2018
the Colombo Stock Exchange,investment in,market
Customs,tariff on,footwear
an International Multi-Currency Exchange,establish within,Colombo
the Colombo Stock Exchange,partner in,establishing
CSE,work with,regulators
CSE,work in,providing
Asia Securities (Pvt) Ltd,stated in,report
Asia Securities Research,sees With,risk
Bloomberg,point at,growing
Bloomberg,point at,at
Asia Securities Research,notes With,prospects
SEC,Commission of,Commission
Ant Group’s,listing on,exchanges
Alibaba,attributed to,conflict
the Central Bank,monitoring for,time
BASEL,rules on,banks
the Central Bank,proposed With,regard
The Central Bank,cut by,points
The Central Bank,cut to,cent
Bank,noted in,communique
the Colombo Stock Exchange,witnessed during,period
Association,working with,stakeholders
SEC,Commission of,Lanka
CSBA,is to,which
CSBA,consists of,firms
Government,help in,situation
Government,scared of,owners
The Colombo Stock Exchange,implemented on,August
GRI,coordinator for,Asia
GRI,worked Since,2018
Prime Lands Residencies‘,oversubscribed on,day
Prime Lands Residencies,wish in,future
The Australian Centre for International Agricultural Research,1995 2003,-
ACIAR,Centre for,Research
Cabinet,resolution for,implementing
JCU,University in,collaboration
NAQDA,Authority of,Lanka
Wayamba University of Sri Lanka,Authority of,Lanka
WUSL,University of,Lanka
University of Ruhuna,University of,Lanka
UoR,University of,Ruhuna
NAQDA,role in,project
NAQDA,provide through,Societies
NAQDA,provide for,purposes
CBF,projects in,region
The Colombo Stock Exchange,performed in,months
The Colombo Stock Exchange,performed with,appreciating
SEC,commenced As,step
SEC,assist in,organising
SEC,are in,process
CSE,Head of,Marketing
CSE,Head of,Research
SLBFE,Bureau of,employment
SLBFE,ban on,departure
the Central Bank,come In,situation
the Central Bank,come to,forefront
The Central Bank,guaranteeing with,reimbursement
Government,resumed of,Instead
Government,resumed of,going
Opposition,was in,Government
Eau de Bouteille,reached In,States
Nations Trust Bank,coming as,Partner
Kala Pola,continue in,future
the John Keells Group,remains ”“At,time
John Keells Foundation,Head of,Operations
Group,roadmap within,area
John Keells Group,provides With,history
John Keells Group,provides to,persons
The Securities and Exchange Commission of Sri Lanka,entered into,Memorandum
The Securities and Exchange Commission of Sri Lanka,entered with,General
SEC,Commission of,Lanka
the Colombo Stock Exchange,Commission of,Lanka
DRP,Department for,Registration
the Colombo Stock Exchange,investment in,market
the Consumer Affairs Authority,began from,yesterday
Government,price of,98
Army,deployed in,purchasing
Parliament,told on,Friday
Community Ninja,titles at,startups
The Colombo Stock Exchange,requested from,provider
Seylan Bank PLC,secured in,edition
Seylan Bank,moved from,ranking
Seylan Bank,moved after,performance
the Colombo Stock Exchange Daily Report,reports of,companies
Bank,stay ”Despite,ride
Chrissworld Limited,listed on,Board
Chrissworld Limited,listed from,May
Ruhunu Lanka Minerals,affiliated to,Group
Crystal Stone,founded with,dream
Crystal Stone,has with,growth
Crystal Stone,calls for,ban
Crystal Stone,is at,heart
Crystal Stone,employs In,sourcing
Government,anticipates in,Budget
CSE,embarked through,activities
CSE,embarked on,drive
CSE,embarked in,2017
CSE,work with,Commission
CSE,work “,Forums
SEC,Commission of,Lanka
CSE,conducting In,addition
The Securities and Exchange Commission of Sri Lanka,initiated in,2020
SEC,Commission of,Lanka
the Colombo Stock Exchange,Commission of,Lanka
CSE,launched In,drive
CSE,launched in,September
CSE,is As,phase
Zilingo,acquiring for,million
nCinga,acquiring for,million
nCinga,acquisition by,Zilingo
nCinga,acquisition in,2019
”BOV Capital,done with,investment
SEC,Commission of,Lanka
the Colombo Stock Exchange,Commission of,Lanka
University of Sri Jayawardenapura,Department of,Accounting
CSE,Head of,Research
CSE,return to,operating
CSE,engage with,Government
CSE,focus on,strategies
The Stock Exchange,aims at,attracting
CSE,comprised As,of
CSE,taken Given,level
CSE,taking in,past
IFC,partnered for,year
CSE,partnered for,year
IFC,work in,area
Commercial Bank,Bank of,PLC
Exchange,Support on,initiatives
The Stock Exchange,plays in,allowing
European Central Bank,statistics as,at
The Sri Lanka Export Development board,take to,developments
The Colombo Stock Exchange,recorded on,Wednesday
The Colombo Stock Exchange,recorded with,reaching
the Colombo Stock Exchange,recorded in,January
The Colombo Stock Exchange,contact on,011
The Colombo Stock Exchange,contact on,-
The Colombo Stock Exchange,contact on,2356514.Courtesy
The National Chamber of Commerce,hold on,Friday
The National Chamber of Commerce,hold from,a.m.
The National Chamber of Commerce,hold to,a.m.
The National Chamber of Commerce,hold at,auditorium
the Colombo Stock Exchange,Chamber of,Commerce
CSE,amendments to,rules
CSE,hopes Through,revision
Government,go for,partnership
Arpico Finance Company PLC,introduced on,January
AFC,recognises with,gratitude
Sri Lanka Basketball,approved in,plan
Ministries of Sport,requested for,guidelines
EY,appointed as,auditors
EY,appointed to,SLBF
FIBA International,come on,board
FIBA,Ministry of,Sports
State Enterprise Reforms,Minister for,Money
SEC,work on,expediting
SEC,Commission of,Lanka
CSE,reach on,or
CSE,reach on,before
The Colombo Stock Exchange,partnered with,Academy
the Colombo Stock Exchange,recorded In,account
The Colombo Stock Exchange,recorded within,months
WindForce Ltd,listed at,CSE
WindForce Ltd,listed in,April
CSE,Website of,ExchangeCSE
Opposition,rubbing in,glee
Chamber,entered with,Rajapaksa
HR,continue Over,term
Hatch,completed Amid,backdrop
The Vegan Kitchen by Sulo,Kitchen by,Sulo
Penelope - AmraWazeer,introduced to,market
The Colombo Stock Exchange,showcased during,months
CSE,facilitated To,date
CSE,facilitated since,2014
State,institutions as,such
State,institutions as,Board
CSE,established With,opting
CSE,established as,source
The Colombo Stock Exchange,record after,probably
The Colombo Stock Exchange,record after,quarter
The Colombo Stock Exchange,record following,Elections
SEC,Commission of,Lanka
Government,has under,state
CHEC Port City Colombo Pvt Limited,Government of,Lanka
CCCC,ranked as,93rd
CCCC,ranked in,2019
CCCC,has in,Lanka
CCCC,has since,1998
EMC,venture between,CPCC
SEC,Commission of,Lanka
CSE,categorized as,exchange
the Council for Startups,held In,line
CFS,Council for,Startups
CFS,Council of,Chamber
CCC,Chamber of,Commerce
the Colombo Stock Exchange,Council for,Startups
the Colombo Stock Exchange,Council of,Chamber
The Colombo Stock Exchange,organised in,association
The Colombo Stock Exchange,organised in,Jaffna
SEC,Commission of,Lanka
The World Bank,confirmed through,studies
Government,have with,being
SEC,Commission of,Lanka
Commission,members of,SEC
Piramal Glass Ceylon PLC,reported with,turnover
”Piramal Glass (Pvt) Limited,entered into,Agreement
”Piramal Glass (Pvt) Limited,entered for,sale
PGP Glass,made by,Document
PGP Glass,made at,price
Parliament,passed with,amendments
Congress,pass by,end
G20,Group of,20
the US,House of,Representatives
National Operations Centre for Prevention of Covid-19 Outbreak,Head of,Centre
The Sri Lanka Army,transport to,areas
“The State Pharmaceutical Corporation,place within,days
“The State Pharmaceutical Corporation,place with,Institute
SII,Institute of,India
Lai,is Under,filings
Apple Daily,warned about,coverage
TAMAP,brought in,collaboration
EU,support for,e
EU,support for,-
EU,support for,agriculture
FAO,Strategy for,e
FAO,Strategy for,-
FAO,Strategy for,Agriculture
FAO,Representative in,Lanka
the National Agriculture Information and Communication Centre,spoke As,agency
the National Agriculture Information and Communication Centre,spoke on,‘
the National Agriculture Information and Communication Centre,spoke on,are
Department of Agriculture,representative at,workshop
IMF,distributed among,countries
IMF,distributed on,August
IMF,distributed in,proportion
IMF,allocated to,countries
IMF,allocated in,2009
the Bangladesh Bank,Bank of,Lanka
The Central Bank,raised by,points
The Central Bank,raised to,percent
The Central Bank,raised by,points
The Central Bank,raised to,percent
The Central Bank,raised to,addressing
the Colombo Stock Exchange,investment in,market
CSE,commence at,am
Vallibel One’s,entry into,Index
Vallibel One’s,entry at,Exchange
NASA,invested on,companies
Political Bureau,Member of,Party
the Foreign Ministry,facilitated As,part
the Foreign Ministry,facilitated on,Friday
Political Bureau,Member of,Party
Colombo Stock Exchange’s,Rules on,holding
CSE,valued at,billion
CSE,valued according,to
Asia Capital,maintain according,to
Asia Capital,maintain as,per
The Ceylon Chamber of Commerce,Board of,Investment
the Colombo Stock Exchange,Chamber of,Commerce
Government,placed above,barely
Government,placed above,water
Opposition,stoop to,level
Expolanka Holdings PLC,was with,gaining
Browns Investments,remained as,contributors
Browns Investments,remained during,day
CSE,commence In,connection
SEC,Commission of,Lanka
CSE,offers for,companies
CSE,offers through,platforms
CSE,open for,trading
CSE,open despite,times
CSE,kept in,times
Parliament,convened after,June
SEC SL,Commission of,Lanka
CSE,agreeing to,basis.c
EY,University of,Gallen
the Diri Savi,are for,companies
the Colombo Stock Exchange,continue Following,IPO
St. Thomas’ College,Educated at,College
Power World Gyms,were From,inception
Power World gyms,took from,being
Power World gyms,took to,being
Power World gyms,took within,years
CSE,introduced as,product
CSE,introduced on,CSE
The Women’s Chamber,congratulates for,presenting
Access Engineering,visit For,information
Aitken Spence,visit For,information
Chevron Lubricants,visit For,information
Commercial Bank of Ceylon,visit For,information
DFCC Bank,visit For,information
Dialog Axiata,visit For,information
Expolanka Holdings,visit For,information
Union Bank of Colombo,Bank of,Colombo
JAT Holdings Limited,Offering of,Shares
JAT Holdings Limited,Offering by,way
JAT Holdings Limited,welcome as,listing
JAT Holdings Limited,welcome on,CSE
JAT Holdings Limited,welcome with,IPO
CSE,establishing as,facilitator
SEC,Commission of,Lanka
the Ceylon,Chamber of,Commerce
SEC,commenced with,stakeholders
SEC,commenced since,January
Ministry of Finance,Bank of,Lanka
CEB,raise with,option
CEBis,rated as,AA-(lka
CEBis,rated as,)
CEBis,rated with,StableOutlook
the Colombo Stock Exchange,recorded during,month
the Central Bank,was With,inflows
CBSL,Bank of,Lanka
CBSL,curtailed On,March
the Sri Lanka Foreign Employment Bureau,restricted on,March
CBSL,spearhead by,guiding
